,Unnamed: 0,id,city,code,name,urlKey,budget,tag,tags,rating,reviewNumber,discounts,is_premium,is_promoted,chain.id,chain.name,chain.url_key,chain.is_accepting_global_vouchers,chain.code,chain.main_vendor_code,characteristics.cuisines,characteristics.food_characteristics,characteristics.primary_cuisine.id,characteristics.primary_cuisine.name,characteristics.primary_cuisine.url_key,characteristics.primary_cuisine.main,lat,long,street_address,Unnamed: 0.1,@id,address.streetAddress,address.addressLocality,geo.latitude,geo.longitude,potentialAction.priceSpecification.price,cluster,centroids
247,247,55572.0,islamabad,m6hn,Urban Air Cafe,urban-air-cafe,3.0,,[],4.0,50.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 71, 'name': 'Sandwiches', 'url_key': 'sandwiches', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 135, 'name': 'Chai Tea', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 116, 'name': 'Coffee', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 118, 'name': 'Steaks', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 184, 'name': 'Savories', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,247,https://www.foodpanda.pk/restaurant/m6hn/urban-air-cafe,"E-11/2 market, near M Store, islamabad",Islamabad,33.69986658,72.97355605,509.58,1,0
248,248,5900.0,islamabad,s8fi,Sarang Sindhi Cuisine,sarang-sindhi-cuisine,3.0,Fast Delivery,"[{'code': 'FREETEXT', 'text': 'Fast Delivery'}]",4.2,1528.0,[],False,False,,Sarang Sindhi Cuisine,sarang-sindhi-cuisine,,cm1lu,n1st,"[{'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}, {'id': 84, 'name': 'Desserts', 'url_key': 'desserts', 'main': False}]","[{'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,248,https://www.foodpanda.pk/restaurant/s8fi/sarang-sindhi-cuisine,"Basement Fazal Arcade, Near Shaheen Chemist, F 11, Markaz, Islamabad",Islamabad,33.6834259,72.98873901,515.85,3,0
249,249,19592.0,islamabad,u6kn,Mocca F-11 Markaz Islamabad,mocca-f-11-markaz-islamabad,3.0,Flat 30% OFF,"[{'code': 'DEAL', 'text': 'Flat 30% OFF'}]",3.9,116.0,[],False,False,,Mocca Coffee Beverly,mocca-coffee-beverly,,cp4jo,zjz8,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': True}, {'id': 71, 'name': 'Sandwiches', 'url_key': 'sandwiches', 'main': False}, {'id': 84, 'name': 'Desserts', 'url_key': 'desserts', 'main': False}]","[{'id': 116, 'name': 'Coffee', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}]",89.0,Non-alcoholic Drinks,non-alcoholic-drinks,True,,,,249,https://www.foodpanda.pk/restaurant/u6kn/mocca-f-11-markaz-islamabad,"Parking lord IN front of wild wings Near to ZTE F-11 Markaz, Islamabad",Islamabad,33.68488928,72.98779055,627.46,3,0
250,250,42553.0,islamabad,c3sv,Pizza Click,pizza-click-1,3.0,,[],3.5,21.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}, {'id': 73, 'name': 'Pizza', 'url_key': 'pizza', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}]","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 119, 'name': 'Roll Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,250,https://www.foodpanda.pk/restaurant/c3sv/pizza-click-1,"Sccon hill plaza ground floor shop 1
E 11/2 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Islamabad,33.7012809,72.96839615,328.4,1,0
251,251,64564.0,islamabad,zsae,Bombay Chatkhara,bombay-chatkhara,1.0,,[],3.8,124.0,[],False,False,,,,,,,"[{'id': 133, 'name': 'Healthy Food', 'url_key': 'healthy-food', 'main': True}]","[{'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 184, 'name': 'Savories', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",133.0,Healthy Food,healthy-food,True,,,,251,https://www.foodpanda.pk/restaurant/zsae/bombay-chatkhara,E-11/2 markaz near M Store,Islamabad,33.69988,72.97364,140.5,1,0
252,252,68822.0,islamabad,gzla,LingSA- E11,lingsa-e11,2.0,Discount 10% OFF,"[{'code': 'DEAL', 'text': 'Discount 10% OFF'}, {'code': 'NEW', 'text': 'NEXTGEN_NEW_TAG'}]",5.0,1.0,[],False,False,,,,,,,"[{'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': True}]","[{'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,252,https://www.foodpanda.pk/restaurant/gzla/lingsa-e11,"Muslim plaza , shop no. 10, Gulshan e Khudad, E-11",Islamabad,33.69019226,72.97985358,363.43,2,0
253,253,68038.0,islamabad,ginm,Wok N Roll,wok-n-roll,1.0,Discount 10% OFF,"[{'code': 'DEAL', 'text': 'Discount 10% OFF'}, {'code': 'NEW', 'text': 'NEXTGEN_NEW_TAG'}]",4.5,18.0,[],False,False,,,,,,,"[{'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': True}]","[{'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,253,https://www.foodpanda.pk/restaurant/ginm/wok-n-roll,Wok N Roll G-11: Shop no 57 basement Al Ghaffar Mall G.11 markaz,Islamabad,33.6685593,72.9983806,337.83,0,0
254,254,4756.0,islamabad,s5hf,Cock 'N' Bull - F11,cock-n-bull-f11,3.0,Flat 30% OFF,"[{'code': 'DEAL', 'text': 'Flat 30% OFF'}, {'code': 'FREETEXT', 'text': 'Fast Delivery'}]",4.0,7998.0,[],False,False,,Cock 'N' Bull - PIA Road,cock-n-bull-pia-road,,co9dm,ol0j,"[{'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}, {'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}]","[{'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,254,https://www.foodpanda.pk/restaurant/s5hf/cock-n-bull-f11,"Shop # 8, Fazal Arcade, Ground Floor F 11 Markaz, Near Shaheen Chemist Islamabad.",Islamabad,33.68315125,72.98916626,468.83,3,0
255,255,16810.0,islamabad,u3gs,iHealthy,ihealthy,3.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.6,175.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 133, 'name': 'Healthy Food', 'url_key': 'healthy-food', 'main': True}]","[{'id': 216, 'name': 'Garma garam nashta', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 172, 'name': 'Stationery', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",133.0,Healthy Food,healthy-food,True,,,,255,https://www.foodpanda.pk/restaurant/u3gs/ihealthy,"Shop no.30,31,2nd floor, liberty square plaza, near Hampi, F-11 markaz, Islamabad",Islamabad,33.684247,72.986263,342.67,3,0
256,256,44747.0,islamabad,j4cv,The Mafia's Lounge,the-mafias-lounge,3.0,,[],3.5,148.0,[],False,False,,,,,,,"[{'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}, {'id': 71, 'name': 'Sandwiches', 'url_key': 'sandwiches', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}]","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 118, 'name': 'Steaks', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,256,https://www.foodpanda.pk/restaurant/j4cv/the-mafias-lounge,"Sector E-11/3, Street 63, Main Markaz near Jamil Sweets, Usmania Towers Shop no. 1B and 8B",Islamabad,33.7041946,72.9801313,427.09,2,0
257,257,66300.0,islamabad,h9a5,Umer's,umers,3.0,,[],3.6,3.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,257,https://www.foodpanda.pk/restaurant/h9a5/umers,"3-BM, Northern Heights plaza, E-11/3 Markaz",Islamabad,33.704291299999994,72.98002559999999,579.71,2,0
258,258,61686.0,islamabad,qt2g,Tiffinz- Home Cooked Food,tiffinz-home-cooked-food,3.0,,[],2.5,2.0,[],False,False,,,,,,,"[{'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}, {'id': 84, 'name': 'Desserts', 'url_key': 'desserts', 'main': False}, {'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': False}]","[{'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,258,https://www.foodpanda.pk/restaurant/qt2g/tiffinz-home-cooked-food,"E-11/2 markaz , near M Store",Islamabad,33.69988,72.97364,313.15,1,0
259,259,3763.0,islamabad,s4bs,The Cheese Factor,the-cheese-factor,3.0,Top Packaging,"[{'code': 'FREETEXT', 'text': 'Top Packaging'}]",4.0,2549.0,[],False,False,,The Cheese Factor,the-cheese-factor,,ch9ni,g5ef,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 69, 'name': 'Italian', 'url_key': 'italian', 'main': False}, {'id': 71, 'name': 'Sandwiches', 'url_key': 'sandwiches', 'main': False}, {'id': 73, 'name': 'Pizza', 'url_key': 'pizza', 'main': True}]","[{'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 124, 'name': 'Thin Crust Pizza', 'is_halal': False, 'is_vegetarian': False}, {'id': 125, 'name': 'Deep Dish Pizza', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 76, 'name': 'Meat', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",73.0,Pizza,pizza,True,,,,259,https://www.foodpanda.pk/restaurant/s4bs/the-cheese-factor,"Shop no 13,14, 15, select one plaza, near Gloria jeans, F 11 Markaz, Islamabad",Islamabad,33.68468475,72.98829651,564.29,3,0
260,260,40005.0,islamabad,w4qw,Home Healthy Food,home-healthy-food-home-chef,3.0,Voucher: EF75,"[{'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.2,107.0,[],False,False,,,,,,,"[{'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}]","[{'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 141, 'name': 'Home Cooked', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,260,https://www.foodpanda.pk/restaurant/w4qw/home-healthy-food-home-chef,"Basement Fatima arcade, E11/2 markaz, Islamabad",Islamabad,33.70053,72.97340820000001,491.71,1,0
261,261,52583.0,islamabad,k4yb,Bowl n Buns,bowl-n-buns,1.0,,[],3.8,187.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': True}]","[{'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 78, 'name': 'Noodles', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,261,https://www.foodpanda.pk/restaurant/k4yb/bowl-n-buns,"Shop 50, Lower Ground, Al Ghaffar Mall, G11 Markaz",Islamabad,33.6686078,72.99860749999999,436.0,0,0
262,262,62954.0,islamabad,uvy4,Jessie's- F-11,jessies-f-11,3.0,,[],4.0,118.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 84, 'name': 'Desserts', 'url_key': 'desserts', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 221, 'name': 'Bumper deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,262,https://www.foodpanda.pk/restaurant/uvy4/jessies-f-11,"Attock Petrol Pump, F-11",Islamabad,33.68534521,72.98572744,524.41,3,0
263,263,65722.0,islamabad,h330,Burger Fest,burger-fest-1,3.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.5,280.0,[],False,False,,,,,,,"[{'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 223, 'name': 'Coke deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,263,https://www.foodpanda.pk/restaurant/h330/burger-fest-1,"Shop#17, Al Ghaffar Mall, G-11 Markaz Islamabad",Islamabad,33.66860775,72.99860749999999,460.0,0,0
264,264,56469.0,islamabad,prvi,Chaiyos,chaiyos,1.0,Discount 15%,"[{'code': 'DEAL', 'text': 'Discount 15%'}]",4.2,32.0,[],False,False,,,,,,,"[{'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 78, 'name': 'Noodles', 'is_halal': False, 'is_vegetarian': False}, {'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 146, 'name': 'Kabab', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 119, 'name': 'Roll Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,264,https://www.foodpanda.pk/restaurant/prvi/chaiyos,shop no.10 basement Al jannat arcade near dera khayber G-11 Markaz Islamabad,Islamabad,33.66794335,72.99831280000001,312.04,0,0
265,265,17650.0,islamabad,u9gm,Deewan Pulao Biryani & Refreshment Center,deewan-pulao-biryani,2.0,,[],4.2,250.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}]","[{'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 65, 'name': 'Fast Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,265,https://www.foodpanda.pk/restaurant/u9gm/deewan-pulao-biryani,"Park Lane Plaza, Main Markaz E11/2 Islamabad",Islamabad,33.699361,72.97425,237.8,1,0
266,266,43599.0,islamabad,l1mi,No Way Restaurant,no-way-restaurant23456,3.0,Discount 15%,"[{'code': 'DEAL', 'text': 'Discount 15%'}]",4.0,61.0,[],False,False,,,,,,,"[{'id': 139, 'name': 'Pakistani', 'url_key': 'pakistani', 'main': True}, {'id': 71, 'name': 'Sandwiches', 'url_key': 'sandwiches', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}]","[{'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,266,https://www.foodpanda.pk/restaurant/l1mi/no-way-restaurant23456,Ground floor Malik arcade e 11/2 Markaz Islamabad,Islamabad,33.700263,72.973268,783.25,1,0
267,267,63944.0,islamabad,mg84,7 Day's Food,7-days-food,2.0,,[],4.0,19.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,267,https://www.foodpanda.pk/restaurant/mg84/7-days-food,E 11/1 Akbari Plaza Shop # 5 Near Taha Masjid,Islamabad,33.6947727,72.9704501,625.88,1,0
268,268,59496.0,islamabad,ttcl,La Casa De Cibo,la-casa-de-cibo,2.0,,[],3.5,51.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 69, 'name': 'Italian', 'url_key': 'italian', 'main': False}, {'id': 71, 'name': 'Sandwiches', 'url_key': 'sandwiches', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,268,https://www.foodpanda.pk/restaurant/ttcl/la-casa-de-cibo,"Shop 59, Ghafar Plaza, G-11 Markaz, Islamabad",Islamabad,33.66883370000001,72.99838670000001,551.45,0,0
269,269,49931.0,islamabad,f5vf,FOOD GALLERY,food-gallery-5,3.0,Flat 20% OFF,"[{'code': 'DEAL', 'text': 'Flat 20% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",3.7,108.0,[],False,False,,FOOD GALLERY,food-gallery,,ce8qp,bdiv,"[{'id': 74, 'name': 'Chinese', 'url_key': 'chinese', 'main': False}, {'id': 75, 'name': 'Asian', 'url_key': 'asian', 'main': True}]","[{'id': 178, 'name': 'Qorma', 'is_halal': False, 'is_vegetarian': False}, {'id': 146, 'name': 'Kabab', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 141, 'name': 'Home Cooked', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,269,https://www.foodpanda.pk/restaurant/f5vf/food-gallery-5,"house no. 27, street 46, G13/2, Islamabad near Dawat restaurants",Islamabad,33.6534234,72.9523807,275.0,4,0
270,270,7551.0,islamabad,t0rb,Pizza Mania - G11,pizza-mania-g11,2.0,Flat 40% OFF,"[{'code': 'DEAL', 'text': 'Flat 40% OFF'}, {'code': 'FEAT', 'text': 'NEXTGEN_FEATURED_TAG'}]",4.0,2330.0,[],True,False,,Pizza Mania,pizza-mania,,co2ee,s5ni,"[{'id': 73, 'name': 'Pizza', 'url_key': 'pizza', 'main': True}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': False}]","[{'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}]",73.0,Pizza,pizza,True,,,,270,https://www.foodpanda.pk/restaurant/t0rb/pizza-mania-g11,"Plot # 1, Shop #10, Capital Plaza G-11 Markaz Islamabad",Islamabad,33.667454,72.997753,527.19,0,0
271,271,12057.0,islamabad,t3ts,Hot Fish 24/7,hot-fish-24-7,1.0,,[],3.3,19.0,[],False,False,,,,,,,"[{'id': 82, 'name': 'Seafood', 'url_key': 'seafood', 'main': True}]","[{'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",82.0,Seafood,seafood,True,,,,271,https://www.foodpanda.pk/restaurant/t3ts/hot-fish-24-7,".Plot # 786,street13-c E-11/4 islamabad.",Islamabad,33.694583,72.98436099999999,809.38,2,0
272,272,55179.0,islamabad,m2iz,La Sante,la-sante,3.0,,[],4.2,50.0,[],False,False,,,,,,,"[{'id': 89, 'name': 'Non-alcoholic Drinks', 'url_key': 'non-alcoholic-drinks', 'main': False}, {'id': 71, 'name': 'Sandwiches', 'url_key': 'sandwiches', 'main': False}, {'id': 85, 'name': 'Burgers', 'url_key': 'burgers', 'main': False}, {'id': 86, 'name': 'Fast Food', 'url_key': 'fast-food', 'main': True}]","[{'id': 89, 'name': 'Snacks-Street Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 118, 'name': 'Steaks', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,272,https://www.foodpanda.pk/restaurant/m2iz/la-sante,"Gritfit Studio, 2nd Floor, Al- Karam Plaza, F-11, Islamabad",Islamabad,33.68445396,72.98586892,466.0,3,0
